release_id,release_title,disc_number,position,title,length,id
a90a50a1-b277-4df0-8229-3ff3c7f9a775,With The Beatles,1,10,You Really Got a Hold on Me,183000,c30faedd-630b-48ea-9187-2ee737c310de
a90a50a1-b277-4df0-8229-3ff3c7f9a775,With The Beatles,1,11,I Wanna Be Your Man,119000,fe9a1f66-b3f7-451a-b0af-0ad513beafed
a90a50a1-b277-4df0-8229-3ff3c7f9a775,With The Beatles,1,12,Devil in Her Heart,148000,42fd2bdf-eb4b-486c-b144-d650013bd5b4
a90a50a1-b277-4df0-8229-3ff3c7f9a775,With The Beatles,1,13,Not a Second Time,128000,b5351678-2cbe-4b3d-b843-9fbc0e36b423
a90a50a1-b277-4df0-8229-3ff3c7f9a775,With The Beatles,1,14,Money (That’s What I Want),168000,37904f52-5381-4afa-a7a9-b49f408d6d33
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,1,It Won’t Be Long,133000,49150aa6-2f72-4c95-9247-130d5046e827
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,2,All I’ve Got to Do,125000,c0071f77-86d0-4b0d-a36d-44c8af14dbe8
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,3,All My Loving,130000,be5761a7-d99a-44e8-96a4-904b490f7061
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,4,Don’t Bother Me,149000,fd8dec5e-c45f-4761-9d15-c1fb675cc21b
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,5,Little Child,108000,13075131-64d3-447d-9c98-cd3e06afffda
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,6,Till There Was You,137000,7ac6bb7b-6dca-4343-95f6-27eefc1a8841
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,7,Please Mister Postman,155000,d6760a03-b4fe-429b-ac0e-f49416a12409
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,8,Roll Over Beethoven,167640,706be20f-e062-4569-94cc-25842dc0a625
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,9,Hold Me Tight,153000,0432a2b7-614b-4389-b4fd-44ecdaddc84f
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,10,You Really Got a Hold on Me,183000,c30faedd-630b-48ea-9187-2ee737c310de
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,11,I Wanna Be Your Man,119000,fe9a1f66-b3f7-451a-b0af-0ad513beafed
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,12,Devil in Her Heart,148000,42fd2bdf-eb4b-486c-b144-d650013bd5b4
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,13,Not a Second Time,128000,b5351678-2cbe-4b3d-b843-9fbc0e36b423
a91b9173-b958-401b-9551-b15db0e7bc5d,With The Beatles,1,14,Money (That’s What I Want),168000,37904f52-5381-4afa-a7a9-b49f408d6d33
ad9a5857-7223-46b8-8594-093c4e5303db,No. 1,1,1,I Saw Her Standing There,175800,da77d23c-3acb-4b3d-9596-24aa55f03ece
ad9a5857-7223-46b8-8594-093c4e5303db,No. 1,1,2,Misery,110200,c91fd146-01cb-4673-b653-d0845c05e164
ad9a5857-7223-46b8-8594-093c4e5303db,No. 1,1,3,Anna (Go to Him),177933,db567516-40c0-46b0-9198-a196b8d2a19c
ad9a5857-7223-46b8-8594-093c4e5303db,No. 1,1,4,Chains,146493,b4e7e5e2-69a5-423c-be62-6a888d07ccb6
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,1,I Saw Her Standing There,175800,da77d23c-3acb-4b3d-9596-24aa55f03ece
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,2,Misery,110200,c91fd146-01cb-4673-b653-d0845c05e164
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,3,Anna (Go to Him),177933,db567516-40c0-46b0-9198-a196b8d2a19c
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,4,Chains,146493,b4e7e5e2-69a5-423c-be62-6a888d07ccb6
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,5,Boys,147506,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,6,Ask Me Why,147733,04532aae-d0cb-403c-8e09-7ea1716a124c
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,7,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,8,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,9,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,10,Baby It’s You,160226,f9b03c87-41da-4e69-b97d-500d587e3703
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,11,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,12,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,13,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
ade577f6-6087-4a4f-8e87-38b0f8169814,Please Please Me,1,14,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,1,I Saw Her Standing There,175773,0e04d324-4710-422e-8a4a-1d7362caa5ad
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,2,Misery,108547,cd80145d-f897-4469-a7d5-cedc6d83b816
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,3,Anna (Go to Him),177133,59b38ba7-ad30-4dfe-ba41-3d8ee4348c18
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,4,Chains,145080,7c56b21f-17d5-43a3-a698-14373c1f302d
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,5,Boys,146440,606667b6-12ac-4e34-9e42-d5c773916d10
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,6,Ask Me Why,146533,d9944f08-0291-4939-9630-65f0ae8657ae
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,7,Please Please Me,122000,b720b11f-2c00-4f48-83b9-4aa9d3207e8c
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,8,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,9,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,10,Baby It’s You,160226,fc36150d-9979-429d-aa9d-b217fd7d7218
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,11,Do You Want to Know a Secret,117013,b3c37580-789c-42d4-a906-ee0cf5cf4649
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,12,A Taste of Honey,123480,6794841d-9f38-4e22-865c-fdee1f383043
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,13,There’s a Place,110493,ee801ae1-001f-4b9e-9ebc-b2d03b8bf672
b0c4e7b2-8501-4d76-a7b2-5fc08c508cf8,Please Please Me,1,14,Twist and Shout,154000,735027a3-d183-42a0-a691-7be6c166df2f
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,1,I Saw Her Standing There,175800,da77d23c-3acb-4b3d-9596-24aa55f03ece
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,2,Misery,110200,c91fd146-01cb-4673-b653-d0845c05e164
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,3,Anna (Go to Him),177933,db567516-40c0-46b0-9198-a196b8d2a19c
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,4,Chains,146493,b4e7e5e2-69a5-423c-be62-6a888d07ccb6
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,5,Boys,147506,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,6,Ask Me Why,147733,04532aae-d0cb-403c-8e09-7ea1716a124c
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,7,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,8,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,9,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,10,Baby It’s You,160226,f9b03c87-41da-4e69-b97d-500d587e3703
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,11,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,12,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,13,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
b13c7b8f-c04f-435e-80fc-95d15418ec8e,Please Please Me,1,14,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
b2175fb6-e13d-4e55-9729-ca9c0e748753,The Beatles’ Hits,1,1,From Me to You,117106,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2
b2175fb6-e13d-4e55-9729-ca9c0e748753,The Beatles’ Hits,1,2,Thank You Girl,123600,72e496b3-73e5-482a-99f8-5a0f9a844391
b2175fb6-e13d-4e55-9729-ca9c0e748753,The Beatles’ Hits,1,3,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
b2175fb6-e13d-4e55-9729-ca9c0e748753,The Beatles’ Hits,1,4,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
c1177b07-b075-4af3-ba89-32d438b047e6,My Bonnie,1,1,My Bonnie,162160,d77c43a1-7804-46ce-98c3-8da60ebba7ba
c1177b07-b075-4af3-ba89-32d438b047e6,My Bonnie,1,2,The Saints,199000,bb0fc222-e480-48a5-89ec-a564efb3886a
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,1,I Saw Her Standing There,175800,da77d23c-3acb-4b3d-9596-24aa55f03ece
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,2,Misery,110200,c91fd146-01cb-4673-b653-d0845c05e164
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,3,Anna (Go to Him),177933,db567516-40c0-46b0-9198-a196b8d2a19c
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,4,Chains,146493,b4e7e5e2-69a5-423c-be62-6a888d07ccb6
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,5,Boys,147506,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,6,Ask Me Why,147733,04532aae-d0cb-403c-8e09-7ea1716a124c
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,7,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,8,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,9,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,10,Baby It’s You,160226,f9b03c87-41da-4e69-b97d-500d587e3703
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,11,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,12,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,13,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
c197ef6d-a6dc-4c8b-b560-91516e3991dc,Please Please Me,1,14,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
c4aeaf91-4047-4324-8452-d38ade06d2af,My Bonnie,1,1,My Bonnie,162160,d77c43a1-7804-46ce-98c3-8da60ebba7ba
c4aeaf91-4047-4324-8452-d38ade06d2af,My Bonnie,1,2,The Saints,199000,bb0fc222-e480-48a5-89ec-a564efb3886a
c8b109f2-cb84-4ce8-b60a-e44213b76d16,The Beatles’ Hits,1,1,From Me to You,117106,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2
c8b109f2-cb84-4ce8-b60a-e44213b76d16,The Beatles’ Hits,1,2,Thank You Girl,123600,72e496b3-73e5-482a-99f8-5a0f9a844391
c8b109f2-cb84-4ce8-b60a-e44213b76d16,The Beatles’ Hits,1,3,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
c8b109f2-cb84-4ce8-b60a-e44213b76d16,The Beatles’ Hits,1,4,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
c950b06d-c727-4673-8bae-be985616b1cc,I Want to Hold Your Hand / This Boy,1,1,I Want to Hold Your Hand,147000,e9433409-2786-4194-8dfb-9427e6ba34d2
c950b06d-c727-4673-8bae-be985616b1cc,I Want to Hold Your Hand / This Boy,1,2,This Boy,135000,7c9e1dfc-71e4-4980-982b-ef841efdd325
d091b875-7b32-47cf-b76e-2bc1ef4240e2,I Want to Hold Your Hand,1,1,I Want to Hold Your Hand,147000,e9433409-2786-4194-8dfb-9427e6ba34d2
d091b875-7b32-47cf-b76e-2bc1ef4240e2,I Want to Hold Your Hand,1,2,Till There Was You,137000,7ac6bb7b-6dca-4343-95f6-27eefc1a8841
d091b875-7b32-47cf-b76e-2bc1ef4240e2,I Want to Hold Your Hand,1,3,This Boy,135000,7c9e1dfc-71e4-4980-982b-ef841efdd325
d091b875-7b32-47cf-b76e-2bc1ef4240e2,I Want to Hold Your Hand,1,4,Devil in Her Heart,148000,42fd2bdf-eb4b-486c-b144-d650013bd5b4
d2e3b61b-4d33-431e-9094-b57138c87cfa,From Me to You / Thank You Girl,1,1,From Me to You,117106,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2
d2e3b61b-4d33-431e-9094-b57138c87cfa,From Me to You / Thank You Girl,1,2,Thank You Girl,123600,72e496b3-73e5-482a-99f8-5a0f9a844391
d47b6b90-0dfc-4ef2-b189-5e18fdb7a59b,My Bonnie,1,1,My Bonnie,162160,d77c43a1-7804-46ce-98c3-8da60ebba7ba
d47b6b90-0dfc-4ef2-b189-5e18fdb7a59b,My Bonnie,1,2,Cry for a Shadow,143000,9efd24e2-163c-4e66-8824-b0d8c262813a
d47b6b90-0dfc-4ef2-b189-5e18fdb7a59b,My Bonnie,1,3,The Saints,199000,bb0fc222-e480-48a5-89ec-a564efb3886a
d47b6b90-0dfc-4ef2-b189-5e18fdb7a59b,My Bonnie,1,4,Why,178000,46d31955-3b0b-4615-bcc7-832c4b666c0b
d79399a5-bea1-4eb9-b3dc-c2b161acb879,Twist and Shout,1,1,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
d79399a5-bea1-4eb9-b3dc-c2b161acb879,Twist and Shout,1,2,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
d79399a5-bea1-4eb9-b3dc-c2b161acb879,Twist and Shout,1,3,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
d79399a5-bea1-4eb9-b3dc-c2b161acb879,Twist and Shout,1,4,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
dfd0dbf8-67e8-4dc0-acb1-c684ded1c501,Please Please Me / Ask Me Why,1,1,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
dfd0dbf8-67e8-4dc0-acb1-c684ded1c501,Please Please Me / Ask Me Why,1,2,Ask Me Why,142000,c8da403f-3c34-48b0-ae9e-7aa419df07c3
e01df4ab-f3a2-4a61-8e70-86a149d93ef8,The Beatles’ Hits,1,1,From Me to You,117106,dc87225b-46bc-4a5d-837f-14e7eb8f2ca2
e01df4ab-f3a2-4a61-8e70-86a149d93ef8,The Beatles’ Hits,1,2,Thank You Girl,123600,72e496b3-73e5-482a-99f8-5a0f9a844391
e01df4ab-f3a2-4a61-8e70-86a149d93ef8,The Beatles’ Hits,1,3,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
e01df4ab-f3a2-4a61-8e70-86a149d93ef8,The Beatles’ Hits,1,4,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
e6251cfe-1376-49bd-a9c3-c9fd0ff6894f,Twist and Shout,1,1,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
e6251cfe-1376-49bd-a9c3-c9fd0ff6894f,Twist and Shout,1,2,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
e6251cfe-1376-49bd-a9c3-c9fd0ff6894f,Twist and Shout,1,3,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
e6251cfe-1376-49bd-a9c3-c9fd0ff6894f,Twist and Shout,1,4,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
e6c8fb8d-32cc-4ee5-a6df-bb7e4d604d6d,Roll Over Beethoven / Please Mr. Postman,1,1,Roll Over Beethoven,167640,706be20f-e062-4569-94cc-25842dc0a625
e6c8fb8d-32cc-4ee5-a6df-bb7e4d604d6d,Roll Over Beethoven / Please Mr. Postman,1,2,Please Mister Postman,155000,d6760a03-b4fe-429b-ac0e-f49416a12409
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,1,Intro,45000,7341d0bb-460f-494f-8af2-f10b0ab501bb
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,2,I Saw Her Standing There,168800,0da6b534-6df6-4dec-9a5a-90cb472ff442
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,3,From Me to You,125440,5d386064-f484-4162-b132-758726cb3824
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,4,Money (That’s What I Want),172200,f81b982d-b5f0-47e3-a480-954ab27106e9
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,5,Roll Over Beethoven,141760,d92ded66-d846-4fac-8cbb-a57c83380762
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,6,You Really Got a Hold on Me,178066,5f8f2a9b-bd4f-4809-ba08-59b1653cb423
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,7,She Loves You,151000,bdbd0737-5b0e-408d-9584-b03e61956431
ec88abcc-f35d-4b14-b4d2-963f8b8ef291,"1963-10-24: The Beatles Popgrupp Fran Liverpool Pa Besök I Stockholm: Karlaplan Studios, Stockholm, Sweden",1,8,Twist and Shout,173000,24ed6236-ac1d-4951-aac7-41917589f932
ed1b4678-9544-4974-a532-73bca11a0835,Love Me Do / P.S. I Love You,1,1,Love Me Do,143906,f87eb4dd-7e3c-4365-a3c8-f144696f5952
ed1b4678-9544-4974-a532-73bca11a0835,Love Me Do / P.S. I Love You,1,2,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
ee397a6d-c56f-45ea-9955-d203d2fea708,Please Please Me / Ask Me Why,1,1,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
ee397a6d-c56f-45ea-9955-d203d2fea708,Please Please Me / Ask Me Why,1,2,Ask Me Why,142000,c8da403f-3c34-48b0-ae9e-7aa419df07c3
f28fcb1e-25fa-4e42-8614-b3b8c3feb750,She Loves You / I’ll Get You,1,1,She Loves You,141333,21047249-7b3f-4651-acca-246669c081fd
f28fcb1e-25fa-4e42-8614-b3b8c3feb750,She Loves You / I’ll Get You,1,2,I’ll Get You,125893,5de0bb62-d0aa-47f1-9d04-e7911a7ffdc5
f4214743-6753-4eea-acef-7a3ac4bc89c3,Please Please Me / Ask Me Why,1,1,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
f4214743-6753-4eea-acef-7a3ac4bc89c3,Please Please Me / Ask Me Why,1,2,Ask Me Why,142000,c8da403f-3c34-48b0-ae9e-7aa419df07c3
f7a739ac-45d2-377a-b84f-b3789dd471cd,Please Please Me,1,1,Please Please Me,122000,b720b11f-2c00-4f48-83b9-4aa9d3207e8c
f7a739ac-45d2-377a-b84f-b3789dd471cd,Please Please Me,1,2,Ask Me Why,142000,c8da403f-3c34-48b0-ae9e-7aa419df07c3
f8b4bec0-d9d7-4e94-8db8-2d2f9a76f4e0,Please Please Me / Ask Me Why,1,1,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
f8b4bec0-d9d7-4e94-8db8-2d2f9a76f4e0,Please Please Me / Ask Me Why,1,2,Ask Me Why,142000,c8da403f-3c34-48b0-ae9e-7aa419df07c3
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,1,It Won’t Be Long,133386,d51d3d1f-7f92-4a8b-91df-f37c3a93d145
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,2,All I’ve Got to Do,125000,3129b2ee-03fe-477c-92f7-e275b96f5071
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,3,All My Loving,129000,64a9d79b-5eee-4f8e-a43f-3402830174fb
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,4,Don’t Bother Me,149000,ae2c5d82-1295-4f2a-8680-8bd42e61281a
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,5,Little Child,108000,542e40c8-f83c-430b-bd44-d0c20e9b8c92
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,6,Till There Was You,137000,7d61f681-36ea-44cf-9de1-84c0241de96d
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,7,Please Mister Postman,155000,62ebf874-f6ba-4df9-9a4a-944aebf1f07b
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,8,Roll Over Beethoven,168000,e44e7ccd-3297-48ed-8611-0beb6087d92d
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,9,Hold Me Tight,153000,47c5356f-b40f-4369-82d4-b0238eb78f6a
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,10,You Really Got a Hold on Me,183000,4dc2450f-4353-441f-baa4-e3b0d31562fa
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,11,I Wanna Be Your Man,120000,573b70bd-9ac3-4600-8092-00e483046d3e
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,12,Devil in Her Heart,148000,8b090b49-76a0-4ef0-8270-22ccc60b272f
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,13,Not a Second Time,127000,02e355fc-e422-4aa3-acfa-089c35ecc128
fb7b626f-0509-472b-b9b0-8cf8bd507154,With The Beatles,1,14,Money (That’s What I Want),169506,efc73dc2-b2a5-451b-95a8-1712009005a4
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,1,I Saw Her Standing There,175800,da77d23c-3acb-4b3d-9596-24aa55f03ece
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,2,Misery,110200,c91fd146-01cb-4673-b653-d0845c05e164
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,3,Anna (Go to Him),177933,db567516-40c0-46b0-9198-a196b8d2a19c
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,4,Chains,146493,b4e7e5e2-69a5-423c-be62-6a888d07ccb6
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,5,Boys,147506,64e7b8ca-2fa2-47ae-8f6a-e3ebf835e2da
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,6,Ask Me Why,147733,04532aae-d0cb-403c-8e09-7ea1716a124c
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,7,Please Please Me,121786,875c1cf7-f568-4f0d-b5e3-bc8a7614269a
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,8,Love Me Do,141693,1f518811-7cf9-4bdc-a656-0958e130f312
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,9,P.S. I Love You,124000,c84e23aa-20d9-45df-85cb-a6ecdba6e44e
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,10,Baby It’s You,160226,f9b03c87-41da-4e69-b97d-500d587e3703
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,11,Do You Want to Know a Secret,120000,42df56b9-0aa2-4cb7-bcb5-b8c6d89803de
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,12,A Taste of Honey,125133,a6fbba57-6e43-4a8b-a017-c9c2cf64b282
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,13,There’s a Place,113000,14c4b37f-8a93-4dc3-bc23-2ed86cdb20bb
fdab6b1b-fec0-4e3a-9041-f60fe4479d0a,Please Please Me,1,14,Twist and Shout,153466,af6fb155-b03c-46ea-a44e-22ce394b2a46
